"","hgnc_symbol","ensembl_gene_id","snp","association_id","pvalue","standard_error","beta_number","range","traits","efo_id"
"586","FCRL3","ENSG00000160856","rs2050568","24673878",2e-10,NA,NA,NA,"multiple sclerosis","EFO_0003885"
"587","FCRL3","ENSG00000160856","rs2317230","64718651",2e-09,NA,NA,"[1.140628053-1.294142861]","Graves disease","EFO_0004237"
"588","FCRL3","ENSG00000160856","rs7528684","31399071",1e-112,0.02,0.53,"[0.49-0.57]","blood protein measurement","EFO_0007937"
"589","FCRL3","ENSG00000160856","rs2317231","55598182",3e-16,NA,NA,NA,"multiple sclerosis","EFO_0003885"
"590","FCRL3","ENSG00000160856","rs200240998","31392210",3e-139,0.02,0.62,"[0.58-0.66]","blood protein measurement","EFO_0007937"
"591","FCRL3","ENSG00000160856","rs6427401","63151404",3e-30,0.024451505,0.28259385,"[0.23-0.33]","blood protein measurement","EFO_0007937"
"592","FCRL3","ENSG00000160856","rs6427389",NA,NA,NA,NA,NA,NA,NA
"593","FCRL3","ENSG00000160856","rs6677006","31397517",6e-38,0.04,0.55,"[0.47-0.63]","blood protein measurement","EFO_0007937"
"594","FCRL3","ENSG00000160856","rs2778010","47486864",3e-33,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"595","HP","ENSG00000257017","rs12597458","10625417",1e-07,NA,NA,"[1.06‐1.15]","prostate carcinoma","EFO_0001663"
"596","HP","ENSG00000257017","rs12599952","55734659",3e-13,NA,NA,NA,"body mass index","EFO_0004340"
"597","HP","ENSG00000257017","rs3844425",NA,NA,NA,NA,NA,NA,NA
"598","HP","ENSG00000257017","rs8044868","19157116",5e-06,0.0066,0.031,"[0.018-0.044]","longitudinal BMI measurement, cancer","EFO_0005937, EFO_0000311"
"599","HP","ENSG00000257017","rs1424241","61975686",6e-19,NA,0.4348,NA,"blood protein measurement","EFO_0007937"
"600","HP","ENSG00000257017","rs8053891","77342323",1e-07,NA,NA,"[1.03-1.06]","myocardial infarction","EFO_0000612"
"601","HP","ENSG00000257017","rs12927205","15739992",7e-07,0.362,1.784,"[1.07-2.49]","total cholesterol measurement","EFO_0004574"
"602","HP","ENSG00000257017","rs1122531","21420685",1e-13,0.011,0.081,"[0.059-0.103]","total cholesterol measurement","EFO_0004574"
"603","HP","ENSG00000257017","rs12925078",NA,NA,NA,NA,NA,NA,NA
"604","HP","ENSG00000257017","rs79940707","56272607",1e-12,0.0026859,0.0190564,"[0.014-0.024]","apolipoprotein a 1 measurement","EFO_0004614"
"605","HP","ENSG00000257017","rs2288002","47738195",5e-06,0.1549,0.7054,"[0.4-1.01]","low density lipoprotein cholesterol measurement","EFO_0004611"
"606","HP","ENSG00000257017","rs12600132","61968274",6e-09,NA,NA,"[1.03-1.05]","type ii diabetes mellitus","EFO_0001360"
"607","HP","ENSG00000257017","rs1050362","27241419",3e-11,0.0053,0.0352,"[0.025-0.046]","coronary artery disease","EFO_0001645"
"608","HP","ENSG00000257017","rs117844066","55280090",3e-18,0.235,1.692,"[1.23-2.15]","low density lipoprotein cholesterol measurement, sleep duration","EFO_0004611, EFO_0005271"
"609","HP","ENSG00000257017","rs2000999","20734",8e-59,0.007,0.138,"[0.12-0.15]","haptoglobin measurement","EFO_0004640"
"610","HP","ENSG00000257017","rs77303550","63148004",8e-184,0.028398426,0.87787396,"[0.82-0.93]","blood protein measurement","EFO_0007937"
"611","HP","ENSG00000257017","rs4788460","64676281",3e-16,NA,8.16,NA,"serum alanine aminotransferase measurement","EFO_0004735"
"612","HP","ENSG00000257017","rs142710267","61934846",7e-12,0.00236627,0.0162445,"[0.012-0.021]","lifestyle measurement","EFO_0010724"
"613","HP","ENSG00000257017","rs12924886","56008468",1e-08,0.0493,0.2798,"[0.18-0.38]","parental longevity","EFO_0007796"
"614","HP","ENSG00000257017","rs5467","41394929",2e-15,NA,NA,NA,"chronotype measurement","EFO_0008328"
"615","HP","ENSG00000257017","rs142589036","47089399",3e-11,NA,NA,NA,"body height","EFO_0004339"
"616","HP","ENSG00000257017","rs146254843","45610410",2e-08,0.019350806,0.1079488,"[0.07-0.146]","HMG CoA reductase inhibitor use measurement","EFO_0009932"
"617","HP","ENSG00000257017","rs7184117",NA,NA,NA,NA,NA,NA,NA
"618","HP","ENSG00000257017","rs1035560","15819573",3e-12,NA,0.0064,NA,"fibrinogen measurement","EFO_0004623"
"619","HP","ENSG00000257017","rs34309753","31393456",8e-100,0.03,0.58,"[0.52-0.64]","blood protein measurement","EFO_0007937"
"620","HP","ENSG00000257017","rs2008675","36097147",2e-09,NA,NA,NA,"hair colour measurement","EFO_0007822"
"621","HP","ENSG00000257017","rs11864453","19691276",5e-08,NA,0.0057,NA,"fibrinogen measurement","EFO_0004623"
"622","HP","ENSG00000257017","rs4788588","24779634",7e-07,0.0103,0.0509,"[0.031-0.071]","tonsillectomy risk measurement","EFO_0007924"
"623","HP","ENSG00000257017","rs4788593","34707679",6e-12,0.0013,0.009,"[0.0065-0.0115]","self reported educational attainment","EFO_0004784"
"624","HP","ENSG00000257017","rs34042070","62709720",1e-177,0.00246375,0.0700152,"[0.065-0.075]","low density lipoprotein cholesterol measurement","EFO_0004611"
"625","HP","ENSG00000257017","rs56387295","62286212",7e-10,0.0030114264,0.01855728,"[0.013-0.024]","alcohol consumption measurement, alcohol use disorder measurement","EFO_0007878, EFO_0009458"
"626","HP","ENSG00000257017","rs8051431","21413958",4e-15,0.009,0.075,"[0.057-0.093]","low density lipoprotein cholesterol measurement","EFO_0004611"
"627","HP","ENSG00000257017","rs181729714","24304322",3e-06,0.60081667,2.79748,"[1.62-3.98]","mosquito bite reaction size measurement","EFO_0008378"
"628","HP","ENSG00000257017","rs9922596","36160173",2e-10,0.0028518299,0.018131934,"[0.013-0.024]","risky sexual behaviour measurement","EFO_0007877"
"629","HP","ENSG00000257017","rs9302635","31399878",6e-161,0.03,0.78,"[0.72-0.84]","blood protein measurement","EFO_0007937"
"630","HP","ENSG00000257017","rs7192750","21413495",1e-14,0.011,0.084,"[0.062-0.106]","low density lipoprotein cholesterol measurement","EFO_0004611"
"631","HP","ENSG00000257017","rs2287997","45610193",3e-19,0.007201719,0.06465331,"[0.051-0.079]","HMG CoA reductase inhibitor use measurement","EFO_0009932"
"632","HP","ENSG00000257017","rs12600121","27409233",5e-10,0.0029510919,0.018357232,"[0.013-0.024]","intelligence","EFO_0004337"
"633","HP","ENSG00000257017","rs11648003","35852662",8e-38,NA,0.065,NA,"total cholesterol measurement","EFO_0004574"
"634","HP","ENSG00000257017","rs8062895","47711949",3e-06,0.014,0.068,"[0.041-0.095]","low density lipoprotein cholesterol measurement","EFO_0004611"
"635","HP","ENSG00000257017","rs11864188","47757637",5e-10,0.0026490565,0.016456155,"[0.011-0.022]","visceral adipose tissue measurement","EFO_0004765"
"636","HP","ENSG00000257017","rs763665","31399183",7e-82,0.03,0.62,"[0.56-0.68]","blood protein measurement","EFO_0007937"
"637","HP","ENSG00000257017","rs4788584","63922329",7e-09,0.007088698,0.04111733,"[0.027-0.055]","self reported educational attainment, cognitive function measurement","EFO_0004784, EFO_0008354"
"638","HP","ENSG00000257017","rs17666927","61936055",2e-08,NA,0.041,NA,"hemoglobin measurement","EFO_0004509"
"639","HP","ENSG00000257017","rs217181","24169181",1e-75,0.04766529,0.9578,"[0.86-1.05]","haptoglobin measurement","EFO_0004640"
"640","IL1RN","ENSG00000136689","rs13409360","17459459",5e-15,NA,NA,NA,"c-reactive protein measurement, triglyceride measurement","EFO_0004458, EFO_0004530"
"641","IL1RN","ENSG00000136689","rs12711751","17460162",1e-11,NA,NA,NA,"c-reactive protein measurement, low density lipoprotein cholesterol measurement","EFO_0004458, EFO_0004611"
"642","IL1RN","ENSG00000136689","rs1665190",NA,NA,NA,NA,NA,NA,NA
"643","IL1RN","ENSG00000136689","rs3811055","56269869",2e-08,0.0025,0.0156,"[0.011-0.02]","low density lipoprotein cholesterol measurement","EFO_0004611"
"644","IL1RN","ENSG00000136689","rs315934","17501015",7e-07,NA,0.078,"[0.047-0.109]","dysmenorrheic pain measurement","EFO_0007889"
"645","IL1RN","ENSG00000136689","rs7563124","21837005",8e-20,0.004310614,0.03930806,"[0.031-0.048]","hematocrit","EFO_0004348"
"646","IL1RN","ENSG00000136689","rs4252023","28932",2e-06,NA,0.03,NA,"igfbp-3 measurement","EFO_0004626"
"647","IL1RN","ENSG00000136689","rs6761276","31397550",2e-14,0.02,0.19,"[0.15-0.23]","blood protein measurement","EFO_0007937"
"648","IL1RN","ENSG00000136689","rs17042755","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"649","IL1RN","ENSG00000136689","rs1530549","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"650","IL1RN","ENSG00000136689","rs17042786","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"651","IL1RN","ENSG00000136689","rs13027999","41350496",3e-06,0.0612258,0.285775,"[0.17-0.41]","interleukin-1 beta measurement","EFO_0004812"
"652","IL1RN","ENSG00000136689","rs6714534","41350056",7e-09,0.066866,0.387678,"[0.26-0.52]","interleukin-1 beta measurement","EFO_0004812"
"653","IL1RN","ENSG00000136689","rs6734238","63370310",3e-110,NA,0.2052,NA,"interleukin 1 receptor antagonist measurement","EFO_0004754"
"654","IL1RN","ENSG00000136689","rs2029582","21757054",2e-21,0.003593147,0.03421784,"[0.027-0.041]","eosinophil count, neutrophil count","EFO_0004842, EFO_0004833"
"655","IL1RN","ENSG00000136689","rs11898158","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"656","IL1RN","ENSG00000136689","rs2305152","41350481",3e-06,0.0555863,0.261465,"[0.15-0.37]","interleukin-1 beta measurement","EFO_0004812"
"657","IL1RN","ENSG00000136689","rs1374281","41350531",4e-06,0.0548061,0.253844,"[0.15-0.36]","interleukin-1 beta measurement","EFO_0004812"
"658","IL1RN","ENSG00000136689","rs990524","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"659","IL1RN","ENSG00000136689","rs10175462","63346777",8e-14,NA,NA,NA,"cervical carcinoma","EFO_0001061"
"660","IL1RN","ENSG00000136689","rs11687782","41350441",2e-06,0.0514873,0.243843,"[0.14-0.34]","interleukin-1 beta measurement","EFO_0004812"
"661","IL1RN","ENSG00000136689","rs4849148","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"662","IL1RN","ENSG00000136689","rs315936","41350181",4e-07,0.0603582,0.305224,"[0.19-0.42]","interleukin-1 beta measurement","EFO_0004812"
"663","IL1RN","ENSG00000136689","rs768627","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"664","IL1RN","ENSG00000136689","rs13404928","41350076",2e-07,0.063416,0.330247,"[0.21-0.45]","interleukin-1 beta measurement","EFO_0004812"
"665","IL1RN","ENSG00000136689","rs1446521","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"666","IL1RN","ENSG00000136689","rs10186133","27239767",1e-06,0.0057,0.0281,"[0.017-0.039]","coronary artery disease","EFO_0001645"
"667","IL1RN","ENSG00000136689","rs1446519","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"668","IL1RN","ENSG00000136689","rs12619508","55309494",8e-10,NA,0.01,NA,"optic disc size measurement","EFO_0004832"
"669","IL1RN","ENSG00000136689","rs7599662","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"670","IL1RN","ENSG00000136689","rs6707386","47886600",4e-08,0.0032,0.0175,"[0.011-0.024]","urate measurement","EFO_0004531"
"671","IL1RN","ENSG00000136689","rs2515401","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"672","IL1RN","ENSG00000136689","rs446433","41350256",7e-07,0.0594548,0.294991,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"673","IL1RN","ENSG00000136689","rs10207930","41350526",4e-06,0.0524944,0.243146,"[0.14-0.35]","interleukin-1 beta measurement","EFO_0004812"
"674","IL1RN","ENSG00000136689","rs17660913","41350006",2e-09,0.070588,0.421768,"[0.28-0.56]","interleukin-1 beta measurement","EFO_0004812"
"675","IL1RN","ENSG00000136689","rs10171849","21884325",7e-21,0.003683524,0.03451534,"[0.027-0.042]","neutrophil count","EFO_0004833"
"676","IL1RN","ENSG00000136689","rs2034260","31666033",3e-07,0.04967352,0.25411773,"[0.16-0.35]","dysmenorrheic pain measurement","EFO_0007889"
"677","IL1RN","ENSG00000136689","rs4848312","63370323",2e-48,NA,0.1472,NA,"interleukin 1 receptor antagonist measurement","EFO_0004754"
"678","IL1RN","ENSG00000136689","rs3180235","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"679","IL1RN","ENSG00000136689","rs11897481","62072379",8e-08,NA,NA,NA,"neurofibrillary tangles measurement","EFO_0006797"
"680","IL1RN","ENSG00000136689","rs4849147","61998516",3e-10,0.00215647,0.0136355,"[0.0094-0.0179]","c-reactive protein measurement","EFO_0004458"
"681","IL1RN","ENSG00000136689","rs1794068","41350286",7e-07,0.0594566,0.294772,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"682","IL1RN","ENSG00000136689","rs3816331","41350521",4e-06,0.0662094,0.306884,"[0.18-0.44]","interleukin-1 beta measurement","EFO_0004812"
"683","IL1RN","ENSG00000136689","rs13409371","41430264",5e-36,0.004,0.048,"[0.04-0.056]","c-reactive protein measurement","EFO_0004458"
"684","IL1RN","ENSG00000136689","rs11681884","14951239",6e-07,0.05,0.24,"[0.14-0.34]","stroke","EFO_0000712"
"685","IL1RN","ENSG00000136689","rs2862853","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"686","IL1RN","ENSG00000136689","rs495410","41350266",7e-07,0.059455,0.294977,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"687","IL1RN","ENSG00000136689","rs1530551","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"688","IL1RN","ENSG00000136689","rs6728590","41350426",2e-06,0.0514872,0.24494,"[0.14-0.35]","interleukin-1 beta measurement","EFO_0004812"
"689","IL1RN","ENSG00000136689","rs10176274","64698614",4e-10,0.0061,0.0378,"[0.026-0.05]","c-reactive protein measurement","EFO_0004458"
"690","IL1RN","ENSG00000136689","rs921065","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"691","IL1RN","ENSG00000136689","rs71385890","63940386",9e-14,0.0022505403,0.016783023,"[0.012-0.021]","leukocyte count","EFO_0004308"
"692","IL1RN","ENSG00000136689","rs128964","41350241",7e-07,0.059485,0.295553,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"693","IL1RN","ENSG00000136689","rs55709272","61998520",3e-102,0.001993,0.0427795,"[0.039-0.047]","c-reactive protein measurement","EFO_0004458"
"694","IL1RN","ENSG00000136689","rs11687786","62082152",2e-09,NA,NA,NA,"PHF-tau measurement","EFO_0010750"
"695","IL1RN","ENSG00000136689","rs2019137","21840585",4e-11,0.003602315,0.02384811,"[0.017-0.031]","lymphocyte count","EFO_0004587"
"696","IL1RN","ENSG00000136689","rs4251984","41350111",4e-07,0.0602628,0.306722,"[0.19-0.42]","interleukin-1 beta measurement","EFO_0004812"
"697","IL1RN","ENSG00000136689","rs13382259","21703616",3e-08,0.1,0.554,"[0.36-0.75]","diastolic blood pressure","EFO_0006336"
"698","IL1RN","ENSG00000136689","rs315927","41350151",4e-07,0.0575617,0.291866,"[0.18-0.4]","interleukin-1 beta measurement","EFO_0004812"
"699","IL1RN","ENSG00000136689","rs1530550","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"700","IL1RN","ENSG00000136689","rs4849153","41350506",3e-06,0.0564059,0.262464,"[0.15-0.37]","interleukin-1 beta measurement","EFO_0004812"
"701","IL1RN","ENSG00000136689","rs2902452","41350456",2e-06,0.0545647,0.257533,"[0.15-0.36]","interleukin-1 beta measurement","EFO_0004812"
"702","IL1RN","ENSG00000136689","rs35399276",NA,NA,NA,NA,NA,NA,NA
"703","IL1RN","ENSG00000136689","rs13030546","41350486",3e-06,0.0612231,0.287933,"[0.17-0.41]","interleukin-1 beta measurement","EFO_0004812"
"704","IL1RN","ENSG00000136689","rs442710","41350281",7e-07,0.0594551,0.29497,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"705","IL1RN","ENSG00000136689","rs11123161","41350421",2e-06,0.0514913,0.24496,"[0.14-0.35]","interleukin-1 beta measurement","EFO_0004812"
"706","IL1RN","ENSG00000136689","rs1446522","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"707","IL1RN","ENSG00000136689","rs4251967","41350086",3e-07,0.0603293,0.308,"[0.19-0.43]","interleukin-1 beta measurement","EFO_0004812"
"708","IL1RN","ENSG00000136689","rs432014","41350236",6e-07,0.0595197,0.297075,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"709","IL1RN","ENSG00000136689","rs45627132","31660881",9e-06,NA,NA,NA,"erosive tooth wear measurement","EFO_0009331"
"710","IL1RN","ENSG00000136689","rs444413","41350306",8e-07,0.0594468,0.294071,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"711","IL1RN","ENSG00000136689","rs4251985","41350191",5e-07,0.0602534,0.303269,"[0.19-0.42]","interleukin-1 beta measurement","EFO_0004812"
"712","IL1RN","ENSG00000136689","rs6738377","41350406",2e-06,0.0514799,0.24642,"[0.15-0.35]","interleukin-1 beta measurement","EFO_0004812"
"713","IL1RN","ENSG00000136689","rs6743376","37410",2e-26,0.01,0.13,"[0.11-0.15]","interleukin 1 receptor antagonist measurement","EFO_0004754"
"714","IL1RN","ENSG00000136689","rs28938790","34990055",2e-07,NA,NA,NA,"adolescent idiopathic scoliosis","EFO_0005423"
"715","IL1RN","ENSG00000136689","rs6741180","64674983",9e-21,NA,9.35,NA,"alkaline phosphatase measurement","EFO_0004533"
"716","IL1RN","ENSG00000136689","rs895496","41350540",4e-06,0.0548121,0.253833,"[0.15-0.36]","interleukin-1 beta measurement","EFO_0004812"
"717","IL1RN","ENSG00000136689","rs1542176","41350401",2e-06,0.0514808,0.246716,"[0.15-0.35]","interleukin-1 beta measurement","EFO_0004812"
"718","IL1RN","ENSG00000136689","rs7575934","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"719","IL1RN","ENSG00000136689","rs142138455","64080679",1e-19,0.0025923518,0.023566494,"[0.018-0.029]","lymphocyte count","EFO_0004587"
"720","IL1RN","ENSG00000136689","rs495282","41350261",7e-07,0.0594549,0.294984,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"721","IL1RN","ENSG00000136689","rs454078","41350231",6e-07,0.0595324,0.297243,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"722","IL1RN","ENSG00000136689","rs6754298","41350461",2e-06,0.0545839,0.257501,"[0.15-0.36]","interleukin-1 beta measurement","EFO_0004812"
"723","IL1RN","ENSG00000136689","rs408392","41350276",7e-07,0.0594552,0.294972,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"724","IL1RN","ENSG00000136689","rs2862774","41350554",4e-06,0.0618469,0.284154,"[0.16-0.41]","interleukin-1 beta measurement","EFO_0004812"
"725","IL1RN","ENSG00000136689","rs2853628","41350066",6e-08,0.061174,0.33161,"[0.21-0.45]","interleukin-1 beta measurement","EFO_0004812"
"726","IL1RN","ENSG00000136689","rs11123169","47232844",3e-22,3e-04,0.0025,"[0.0019-0.0031]","glomerular filtration rate","EFO_0005208"
"727","IL1RN","ENSG00000136689","rs10496447","41350011",2e-09,0.0705881,0.421763,"[0.28-0.56]","interleukin-1 beta measurement","EFO_0004812"
"728","IL1RN","ENSG00000136689","rs4849169","62649712",4e-28,0.0019,0.020898,"[0.017-0.025]","lymphocyte count","EFO_0004587"
"729","IL1RN","ENSG00000136689","rs1665189","47879707",5e-07,NA,NA,NA,"temporal horn of lateral ventricle volume measurement","EFO_0010333"
"730","IL1RN","ENSG00000136689","rs10496448","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"731","IL1RN","ENSG00000136689","rs67802835","36058950",5e-09,NA,NA,NA,"body mass index","EFO_0004340"
"732","IL1RN","ENSG00000136689","rs13011842","41350061",2e-08,0.0646086,0.360731,"[0.23-0.49]","interleukin-1 beta measurement","EFO_0004812"
"733","IL1RN","ENSG00000136689","rs1630153","41350161",4e-07,0.0575751,0.291784,"[0.18-0.4]","interleukin-1 beta measurement","EFO_0004812"
"734","IL1RN","ENSG00000136689","rs2862772",NA,NA,NA,NA,NA,NA,NA
"735","IL1RN","ENSG00000136689","rs315931","41350156",4e-07,0.05758,0.291844,"[0.18-0.4]","interleukin-1 beta measurement","EFO_0004812"
"736","IL1RN","ENSG00000136689","rs6731551","41350431",2e-06,0.0514855,0.244928,"[0.14-0.35]","interleukin-1 beta measurement","EFO_0004812"
"737","IL1RN","ENSG00000136689","rs11473501","21841724",4e-09,0.003575305,0.02101972,"[0.014-0.028]","lymphocyte percentage of leukocytes","EFO_0007993"
"738","IL1RN","ENSG00000136689","rs1794067","41350291",7e-07,0.0594565,0.294647,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"739","IL1RN","ENSG00000136689","rs752590","62741724",2e-49,0.002262,0.033428,"[0.029-0.038]","red blood cell density measurement","EFO_0007978"
"740","IL1RN","ENSG00000136689","rs2515406","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"741","IL1RN","ENSG00000136689","rs431726","41350436",2e-06,0.0605732,0.287653,"[0.17-0.41]","interleukin-1 beta measurement","EFO_0004812"
"742","IL1RN","ENSG00000136689","rs148104667","61998512",1e-10,0.00782737,0.0503992,"[0.035-0.066]","c-reactive protein measurement","EFO_0004458"
"743","IL1RN","ENSG00000136689","rs28946269","47465079",9e-06,NA,NA,"[1.31188-2.01632]","non-alcoholic fatty liver disease","EFO_0003095"
"744","IL1RN","ENSG00000136689","rs11885498","41350584",9e-06,0.0551324,0.244745,"[0.14-0.35]","interleukin-1 beta measurement","EFO_0004812"
"745","IL1RN","ENSG00000136689","rs11123170","47229795",1e-27,7e-04,0.0077,"[0.0063-0.0091]","blood urea nitrogen measurement","EFO_0004741"
"746","IL1RN","ENSG00000136689","rs419598","41350246",7e-07,0.0594547,0.294997,"[0.18-0.41]","interleukin-1 beta measurement","EFO_0004812"
"747","IL1RN","ENSG00000136689","rs7560180","61937193",7e-30,NA,0.03,NA,"hemoglobin measurement","EFO_0004509"
"748","IL1RN","ENSG00000136689","rs2100071","47498234",3e-25,NA,NA,NA,"acute myeloid leukemia","EFO_0000222"
"749","IL6R","ENSG00000160712","rs67156297","16509006",2e-08,NA,NA,"[1.09-1.19]","type ii diabetes mellitus","EFO_0001360"
"750","IL6R","ENSG00000160712","rs8192284","61975791",8e-194,NA,0.9824,NA,"blood protein measurement","EFO_0007937"
"751","IL6R","ENSG00000160712","rs2229238","20565",7e-07,NA,NA,NA,"coronary artery disease","EFO_0001645"
"752","IL6R","ENSG00000160712","rs12740969","47267039",2e-18,0.002729819,0.02385795,"[0.019-0.029]","leukocyte count","EFO_0004308"
"753","IL6R","ENSG00000160712","rs6694258","77341930",4e-10,NA,NA,"[1.03-1.06]","myocardial infarction","EFO_0000612"
"754","IL6R","ENSG00000160712","rs6690230","10074148",1e-06,NA,NA,"[1.13-1.34]","anterior uveitis","EFO_1000811"
"755","IL6R","ENSG00000160712","rs1889312","62502406",2e-10,NA,NA,NA,"red blood cell density measurement","EFO_0007978"
"756","IL6R","ENSG00000160712","rs12118721","15757616",1e-07,NA,NA,"[1.04-1.08]","myocardial infarction","EFO_0000612"
"757","IL6R","ENSG00000160712","rs8192282","62285367",4e-06,NA,NA,"[1.09-1.23]","systemic lupus erythematosus","EFO_0002690"
"758","IL6R","ENSG00000160712","rs200586940","24262659",4e-06,0.00508268,0.0235299,"[0.014-0.033]","mosquito bite reaction size measurement, mosquito bite reaction itch intensity measurement","EFO_0008378, EFO_0008377"
"759","IL6R","ENSG00000160712","rs7512646","36456947",2e-13,NA,NA,NA,"red blood cell distribution width","EFO_0005192"
"760","IL6R","ENSG00000160712","rs139460294","61998248",8e-10,0.0081589,0.0502143,"[0.034-0.066]","c-reactive protein measurement","EFO_0004458"
"761","IL6R","ENSG00000160712","rs6661909","62433572",4e-34,NA,NA,NA,"mean corpuscular volume","EFO_0004526"
"762","IL6R","ENSG00000160712","rs1194606","62203681",3e-08,0.0055,0.0301,"[0.019-0.041]","type ii diabetes mellitus","EFO_0001360"
"763","IL6R","ENSG00000160712","rs12077265","61998232",2e-78,0.00279738,0.0524344,"[0.047-0.058]","c-reactive protein measurement","EFO_0004458"
"764","IL6R","ENSG00000160712","rs72698179","36523451",3e-11,NA,NA,NA,"FEV/FEC ratio","EFO_0004713"
"765","IL6R","ENSG00000160712","rs12126142","63371469",0,NA,0.9662,NA,"interleukin 6 receptor subunit alpha measurement","EFO_0008187"
"766","IL6R","ENSG00000160712","rs11579718","55422662",9e-06,0.05029627,0.22299147,"[0.12-0.32]","salicylurate measurement","EFO_0010532"
"767","IL6R","ENSG00000160712","rs12133641","55678365",3e-73,0.0523554,0.947767,"[0.85-1.05]","interleukin 6 receptor subunit alpha measurement","EFO_0008187"
"768","IL6R","ENSG00000160712","rs12129500","34616711",1e-09,NA,NA,NA,"atrial fibrillation","EFO_0000275"
"769","IL6R","ENSG00000160712","rs6668968","36456943",1e-13,NA,NA,NA,"red blood cell distribution width","EFO_0005192"
"770","IL6R","ENSG00000160712","rs4133213","62652522",2e-27,0.001974,0.021447,"[0.018-0.025]","mean corpuscular hemoglobin concentration","EFO_0004528"
"771","IL6R","ENSG00000160712","rs11265613","24168387",1e-239,NA,NA,NA,"interleukin 6 receptor subunit alpha measurement","EFO_0008187"
"772","IL6R","ENSG00000160712","rs12083537","41430649",1e-33,0.005,0.064,"[0.054-0.074]","c-reactive protein measurement","EFO_0004458"
"773","IL6R","ENSG00000160712","rs4845372",NA,NA,NA,NA,NA,NA,NA
"774","IL6R","ENSG00000160712","rs4537545","47262352",3e-19,0.008361499,0.07485344,"[0.058-0.091]","c-reactive protein measurement","EFO_0004458"
"775","IL6R","ENSG00000160712","rs117744355","31583921",1e-12,0.02948,0.2098,"[0.15-0.27]","serum non-albumin protein measurement","EFO_0004568"
"776","IL6R","ENSG00000160712","rs61812598","61998244",0,0.00204626,0.0914524,"[0.087-0.095]","c-reactive protein measurement","EFO_0004458"
"777","IL6R","ENSG00000160712","rs4129267","31394416",0,0.02,1.1,"[1.06-1.14]","blood protein measurement","EFO_0007937"
"778","IL6R","ENSG00000160712","rs7553271","31584428",2e-09,0.005019,0.03013,"[0.02-0.04]","albumin:globulin ratio measurement","EFO_0005128"
"779","IL6R","ENSG00000160712","rs56383622","62031860",1e-22,0.024,0.231,"[0.18-0.28]","interleukin-6 measurement","EFO_0004810"
"780","IL6R","ENSG00000160712","rs2481065","63340976",4e-13,NA,NA,"[1.19-1.36]","juvenile idiopathic arthritis","EFO_0002609"
"781","IL6R","ENSG00000160712","rs6685323","64332729",2e-13,0.0023862266,0.017550677,"[0.013-0.022]","red blood cell distribution width","EFO_0005192"
"782","IL6R","ENSG00000160712","rs4845625","63369056",6e-17,0.00486809,0.040684,"[0.031-0.05]","coronary artery disease","EFO_0001645"
"783","IL6R","ENSG00000160712","rs4393147","62657654",6e-21,0.001895,0.01781,"[0.014-0.022]","monocyte count","EFO_0005091"
"784","IL6R","ENSG00000160712","rs6698130",NA,NA,NA,NA,NA,NA,NA
